"","BLOCK","PLOT","SPP","CODE","prop","cr.points"
"1","B2",1,"NS","NW",0,0
"2","B2",1,"NS","NW",0.0101010101010101,0
"3","B2",1,"NS","NW",0.0202020202020202,0
"4","B2",1,"NS","NW",0.0303030303030303,0
"5","B2",1,"NS","NW",0.0404040404040404,0
"6","B2",1,"NS","NW",0.0505050505050505,0
"7","B2",1,"NS","NW",0.0606060606060606,0
"8","B2",1,"NS","NW",0.0707070707070707,0
"9","B2",1,"NS","NW",0.0808080808080808,0
"10","B2",1,"NS","NW",0.0909090909090909,0
"11","B2",1,"NS","NW",0.101010101010101,10
"12","B2",1,"NS","NW",0.111111111111111,10
"13","B2",1,"NS","NW",0.121212121212121,10
"14","B2",1,"NS","NW",0.131313131313131,20
"15","B2",1,"NS","NW",0.141414141414141,20
"16","B2",1,"NS","NW",0.151515151515152,20
"17","B2",1,"NS","NW",0.161616161616162,20
"18","B2",1,"NS","NW",0.171717171717172,20
"19","B2",1,"NS","NW",0.181818181818182,40
"20","B2",1,"NS","NW",0.191919191919192,40
"21","B2",1,"NS","NW",0.202020202020202,60
"22","B2",1,"NS","NW",0.212121212121212,130
"23","B2",1,"NS","NW",0.222222222222222,150
"24","B2",1,"NS","NW",0.232323232323232,370
"25","B2",1,"NS","NW",0.242424242424242,470
"26","B2",1,"NS","NW",0.252525252525253,490
"27","B2",1,"NS","NW",0.262626262626263,490
"28","B2",1,"NS","NW",0.272727272727273,500
"29","B2",1,"NS","NW",0.282828282828283,510
"30","B2",1,"NS","NW",0.292929292929293,510
"31","B2",1,"NS","NW",0.303030303030303,510
"32","B2",1,"NS","NW",0.313131313131313,510
"33","B2",1,"NS","NW",0.323232323232323,510
"34","B2",1,"NS","NW",0.333333333333333,510
"35","B2",1,"NS","NW",0.343434343434343,510
"36","B2",1,"NS","NW",0.353535353535354,510
"37","B2",1,"NS","NW",0.363636363636364,500
"38","B2",1,"NS","NW",0.373737373737374,500
"39","B2",1,"NS","NW",0.383838383838384,500
"40","B2",1,"NS","NW",0.393939393939394,500
"41","B2",1,"NS","NW",0.404040404040404,500
"42","B2",1,"NS","NW",0.414141414141414,500
"43","B2",1,"NS","NW",0.424242424242424,500
"44","B2",1,"NS","NW",0.434343434343434,500
"45","B2",1,"NS","NW",0.444444444444444,480
"46","B2",1,"NS","NW",0.454545454545455,470
"47","B2",1,"NS","NW",0.464646464646465,470
"48","B2",1,"NS","NW",0.474747474747475,470
"49","B2",1,"NS","NW",0.484848484848485,470
"50","B2",1,"NS","NW",0.494949494949495,470
"51","B2",1,"NS","NW",0.505050505050505,470
"52","B2",1,"NS","NW",0.515151515151515,470
"53","B2",1,"NS","NW",0.525252525252525,470
"54","B2",1,"NS","NW",0.535353535353535,470
"55","B2",1,"NS","NW",0.545454545454546,460
"56","B2",1,"NS","NW",0.555555555555556,450
"57","B2",1,"NS","NW",0.565656565656566,450
"58","B2",1,"NS","NW",0.575757575757576,440
"59","B2",1,"NS","NW",0.585858585858586,440
"60","B2",1,"NS","NW",0.595959595959596,430
"61","B2",1,"NS","NW",0.606060606060606,430
"62","B2",1,"NS","NW",0.616161616161616,430
"63","B2",1,"NS","NW",0.626262626262626,430
"64","B2",1,"NS","NW",0.636363636363636,420
"65","B2",1,"NS","NW",0.646464646464647,410
"66","B2",1,"NS","NW",0.656565656565657,410
"67","B2",1,"NS","NW",0.666666666666667,410
"68","B2",1,"NS","NW",0.676767676767677,410
"69","B2",1,"NS","NW",0.686868686868687,380
"70","B2",1,"NS","NW",0.696969696969697,340
"71","B2",1,"NS","NW",0.707070707070707,320
"72","B2",1,"NS","NW",0.717171717171717,300
"73","B2",1,"NS","NW",0.727272727272727,290
"74","B2",1,"NS","NW",0.737373737373737,270
"75","B2",1,"NS","NW",0.747474747474748,240
"76","B2",1,"NS","NW",0.757575757575758,220
"77","B2",1,"NS","NW",0.767676767676768,190
"78","B2",1,"NS","NW",0.777777777777778,170
"79","B2",1,"NS","NW",0.787878787878788,170
"80","B2",1,"NS","NW",0.797979797979798,150
"81","B2",1,"NS","NW",0.808080808080808,130
"82","B2",1,"NS","NW",0.818181818181818,120
"83","B2",1,"NS","NW",0.828282828282828,90
"84","B2",1,"NS","NW",0.838383838383838,80
"85","B2",1,"NS","NW",0.848484848484849,70
"86","B2",1,"NS","NW",0.858585858585859,70
"87","B2",1,"NS","NW",0.868686868686869,50
"88","B2",1,"NS","NW",0.878787878787879,40
"89","B2",1,"NS","NW",0.888888888888889,30
"90","B2",1,"NS","NW",0.898989898989899,30
"91","B2",1,"NS","NW",0.909090909090909,30
"92","B2",1,"NS","NW",0.919191919191919,30
"93","B2",1,"NS","NW",0.929292929292929,20
"94","B2",1,"NS","NW",0.939393939393939,10
"95","B2",1,"NS","NW",0.94949494949495,0
"96","B2",1,"NS","NW",0.95959595959596,0
"97","B2",1,"NS","NW",0.96969696969697,0
"98","B2",1,"NS","NW",0.97979797979798,0
"99","B2",1,"NS","NW",0.98989898989899,0
"100","B2",1,"NS","NW",1,0
"101","B2",1,"WS","NW",0,0
"102","B2",1,"WS","NW",0.0101010101010101,0
"103","B2",1,"WS","NW",0.0202020202020202,0
"104","B2",1,"WS","NW",0.0303030303030303,0
"105","B2",1,"WS","NW",0.0404040404040404,0
"106","B2",1,"WS","NW",0.0505050505050505,0
"107","B2",1,"WS","NW",0.0606060606060606,0
"108","B2",1,"WS","NW",0.0707070707070707,0
"109","B2",1,"WS","NW",0.0808080808080808,0
"110","B2",1,"WS","NW",0.0909090909090909,0
"111","B2",1,"WS","NW",0.101010101010101,0
"112","B2",1,"WS","NW",0.111111111111111,0
"113","B2",1,"WS","NW",0.121212121212121,0
"114","B2",1,"WS","NW",0.131313131313131,0
"115","B2",1,"WS","NW",0.141414141414141,0
"116","B2",1,"WS","NW",0.151515151515152,0
"117","B2",1,"WS","NW",0.161616161616162,0
"118","B2",1,"WS","NW",0.171717171717172,0
"119","B2",1,"WS","NW",0.181818181818182,0
"120","B2",1,"WS","NW",0.191919191919192,0
"121","B2",1,"WS","NW",0.202020202020202,0
"122","B2",1,"WS","NW",0.212121212121212,0
"123","B2",1,"WS","NW",0.222222222222222,0
"124","B2",1,"WS","NW",0.232323232323232,10
"125","B2",1,"WS","NW",0.242424242424242,10
"126","B2",1,"WS","NW",0.252525252525253,10
"127","B2",1,"WS","NW",0.262626262626263,10
"128","B2",1,"WS","NW",0.272727272727273,10
"129","B2",1,"WS","NW",0.282828282828283,20
"130","B2",1,"WS","NW",0.292929292929293,20
"131","B2",1,"WS","NW",0.303030303030303,10
"132","B2",1,"WS","NW",0.313131313131313,10
"133","B2",1,"WS","NW",0.323232323232323,20
"134","B2",1,"WS","NW",0.333333333333333,40
"135","B2",1,"WS","NW",0.343434343434343,80
"136","B2",1,"WS","NW",0.353535353535354,90
"137","B2",1,"WS","NW",0.363636363636364,180
"138","B2",1,"WS","NW",0.373737373737374,220
"139","B2",1,"WS","NW",0.383838383838384,260
"140","B2",1,"WS","NW",0.393939393939394,350
"141","B2",1,"WS","NW",0.404040404040404,370
"142","B2",1,"WS","NW",0.414141414141414,370
"143","B2",1,"WS","NW",0.424242424242424,380
"144","B2",1,"WS","NW",0.434343434343434,380
"145","B2",1,"WS","NW",0.444444444444444,380
"146","B2",1,"WS","NW",0.454545454545455,380
"147","B2",1,"WS","NW",0.464646464646465,380
"148","B2",1,"WS","NW",0.474747474747475,380
"149","B2",1,"WS","NW",0.484848484848485,370
"150","B2",1,"WS","NW",0.494949494949495,370
"151","B2",1,"WS","NW",0.505050505050505,370
"152","B2",1,"WS","NW",0.515151515151515,370
"153","B2",1,"WS","NW",0.525252525252525,370
"154","B2",1,"WS","NW",0.535353535353535,370
"155","B2",1,"WS","NW",0.545454545454546,370
"156","B2",1,"WS","NW",0.555555555555556,370
"157","B2",1,"WS","NW",0.565656565656566,370
"158","B2",1,"WS","NW",0.575757575757576,370
"159","B2",1,"WS","NW",0.585858585858586,370
"160","B2",1,"WS","NW",0.595959595959596,370
"161","B2",1,"WS","NW",0.606060606060606,370
"162","B2",1,"WS","NW",0.616161616161616,360
"163","B2",1,"WS","NW",0.626262626262626,360
"164","B2",1,"WS","NW",0.636363636363636,360
"165","B2",1,"WS","NW",0.646464646464647,350
"166","B2",1,"WS","NW",0.656565656565657,340
"167","B2",1,"WS","NW",0.666666666666667,340
"168","B2",1,"WS","NW",0.676767676767677,330
"169","B2",1,"WS","NW",0.686868686868687,330
"170","B2",1,"WS","NW",0.696969696969697,310
"171","B2",1,"WS","NW",0.707070707070707,310
"172","B2",1,"WS","NW",0.717171717171717,310
"173","B2",1,"WS","NW",0.727272727272727,300
"174","B2",1,"WS","NW",0.737373737373737,290
"175","B2",1,"WS","NW",0.747474747474748,280
"176","B2",1,"WS","NW",0.757575757575758,270
"177","B2",1,"WS","NW",0.767676767676768,270
"178","B2",1,"WS","NW",0.777777777777778,220
"179","B2",1,"WS","NW",0.787878787878788,200
"180","B2",1,"WS","NW",0.797979797979798,190
"181","B2",1,"WS","NW",0.808080808080808,180
"182","B2",1,"WS","NW",0.818181818181818,170
"183","B2",1,"WS","NW",0.828282828282828,170
"184","B2",1,"WS","NW",0.838383838383838,160
"185","B2",1,"WS","NW",0.848484848484849,150
"186","B2",1,"WS","NW",0.858585858585859,140
"187","B2",1,"WS","NW",0.868686868686869,120
"188","B2",1,"WS","NW",0.878787878787879,120
"189","B2",1,"WS","NW",0.888888888888889,120
"190","B2",1,"WS","NW",0.898989898989899,110
"191","B2",1,"WS","NW",0.909090909090909,100
"192","B2",1,"WS","NW",0.919191919191919,70
"193","B2",1,"WS","NW",0.929292929292929,40
"194","B2",1,"WS","NW",0.939393939393939,40
"195","B2",1,"WS","NW",0.94949494949495,30
"196","B2",1,"WS","NW",0.95959595959596,30
"197","B2",1,"WS","NW",0.96969696969697,20
"198","B2",1,"WS","NW",0.97979797979798,10
"199","B2",1,"WS","NW",0.98989898989899,10
"200","B2",1,"WS","NW",1,10
"201","B2",2,"NS","N",0,0
"202","B2",2,"NS","N",0.0101010101010101,0
"203","B2",2,"NS","N",0.0202020202020202,0
"204","B2",2,"NS","N",0.0303030303030303,0
"205","B2",2,"NS","N",0.0404040404040404,0
"206","B2",2,"NS","N",0.0505050505050505,0
"207","B2",2,"NS","N",0.0606060606060606,0
"208","B2",2,"NS","N",0.0707070707070707,0
"209","B2",2,"NS","N",0.0808080808080808,0
"210","B2",2,"NS","N",0.0909090909090909,0
"211","B2",2,"NS","N",0.101010101010101,0
"212","B2",2,"NS","N",0.111111111111111,10
"213","B2",2,"NS","N",0.121212121212121,10
"214","B2",2,"NS","N",0.131313131313131,10
"215","B2",2,"NS","N",0.141414141414141,10
"216","B2",2,"NS","N",0.151515151515152,10
"217","B2",2,"NS","N",0.161616161616162,10
"218","B2",2,"NS","N",0.171717171717172,20
"219","B2",2,"NS","N",0.181818181818182,30
"220","B2",2,"NS","N",0.191919191919192,30
"221","B2",2,"NS","N",0.202020202020202,30
"222","B2",2,"NS","N",0.212121212121212,80
"223","B2",2,"NS","N",0.222222222222222,130
"224","B2",2,"NS","N",0.232323232323232,200
"225","B2",2,"NS","N",0.242424242424242,350
"226","B2",2,"NS","N",0.252525252525253,750
"227","B2",2,"NS","N",0.262626262626263,760
"228","B2",2,"NS","N",0.272727272727273,770
"229","B2",2,"NS","N",0.282828282828283,770
"230","B2",2,"NS","N",0.292929292929293,770
"231","B2",2,"NS","N",0.303030303030303,770
"232","B2",2,"NS","N",0.313131313131313,770
"233","B2",2,"NS","N",0.323232323232323,770
"234","B2",2,"NS","N",0.333333333333333,770
"235","B2",2,"NS","N",0.343434343434343,770
"236","B2",2,"NS","N",0.353535353535354,770
"237","B2",2,"NS","N",0.363636363636364,780
"238","B2",2,"NS","N",0.373737373737374,780
"239","B2",2,"NS","N",0.383838383838384,780
"240","B2",2,"NS","N",0.393939393939394,780
"241","B2",2,"NS","N",0.404040404040404,770
"242","B2",2,"NS","N",0.414141414141414,770
"243","B2",2,"NS","N",0.424242424242424,770
"244","B2",2,"NS","N",0.434343434343434,770
"245","B2",2,"NS","N",0.444444444444444,770
"246","B2",2,"NS","N",0.454545454545455,760
"247","B2",2,"NS","N",0.464646464646465,760
"248","B2",2,"NS","N",0.474747474747475,760
"249","B2",2,"NS","N",0.484848484848485,760
"250","B2",2,"NS","N",0.494949494949495,760
"251","B2",2,"NS","N",0.505050505050505,760
"252","B2",2,"NS","N",0.515151515151515,760
"253","B2",2,"NS","N",0.525252525252525,760
"254","B2",2,"NS","N",0.535353535353535,760
"255","B2",2,"NS","N",0.545454545454546,760
"256","B2",2,"NS","N",0.555555555555556,750
"257","B2",2,"NS","N",0.565656565656566,730
"258","B2",2,"NS","N",0.575757575757576,720
"259","B2",2,"NS","N",0.585858585858586,720
"260","B2",2,"NS","N",0.595959595959596,720
"261","B2",2,"NS","N",0.606060606060606,710
"262","B2",2,"NS","N",0.616161616161616,710
"263","B2",2,"NS","N",0.626262626262626,690
"264","B2",2,"NS","N",0.636363636363636,690
"265","B2",2,"NS","N",0.646464646464647,680
"266","B2",2,"NS","N",0.656565656565657,660
"267","B2",2,"NS","N",0.666666666666667,660
"268","B2",2,"NS","N",0.676767676767677,650
"269","B2",2,"NS","N",0.686868686868687,620
"270","B2",2,"NS","N",0.696969696969697,600
"271","B2",2,"NS","N",0.707070707070707,580
"272","B2",2,"NS","N",0.717171717171717,560
"273","B2",2,"NS","N",0.727272727272727,540
"274","B2",2,"NS","N",0.737373737373737,520
"275","B2",2,"NS","N",0.747474747474748,500
"276","B2",2,"NS","N",0.757575757575758,470
"277","B2",2,"NS","N",0.767676767676768,460
"278","B2",2,"NS","N",0.777777777777778,440
"279","B2",2,"NS","N",0.787878787878788,420
"280","B2",2,"NS","N",0.797979797979798,410
"281","B2",2,"NS","N",0.808080808080808,390
"282","B2",2,"NS","N",0.818181818181818,360
"283","B2",2,"NS","N",0.828282828282828,320
"284","B2",2,"NS","N",0.838383838383838,270
"285","B2",2,"NS","N",0.848484848484849,190
"286","B2",2,"NS","N",0.858585858585859,180
"287","B2",2,"NS","N",0.868686868686869,170
"288","B2",2,"NS","N",0.878787878787879,150
"289","B2",2,"NS","N",0.888888888888889,140
"290","B2",2,"NS","N",0.898989898989899,100
"291","B2",2,"NS","N",0.909090909090909,80
"292","B2",2,"NS","N",0.919191919191919,60
"293","B2",2,"NS","N",0.929292929292929,60
"294","B2",2,"NS","N",0.939393939393939,50
"295","B2",2,"NS","N",0.94949494949495,50
"296","B2",2,"NS","N",0.95959595959596,50
"297","B2",2,"NS","N",0.96969696969697,40
"298","B2",2,"NS","N",0.97979797979798,30
"299","B2",2,"NS","N",0.98989898989899,10
"300","B2",2,"NS","N",1,10
"301","B2",3,"BS","BW",0,0
"302","B2",3,"BS","BW",0.0101010101010101,0
"303","B2",3,"BS","BW",0.0202020202020202,0
"304","B2",3,"BS","BW",0.0303030303030303,0
"305","B2",3,"BS","BW",0.0404040404040404,0
"306","B2",3,"BS","BW",0.0505050505050505,0
"307","B2",3,"BS","BW",0.0606060606060606,0
"308","B2",3,"BS","BW",0.0707070707070707,0
"309","B2",3,"BS","BW",0.0808080808080808,0
"310","B2",3,"BS","BW",0.0909090909090909,0
"311","B2",3,"BS","BW",0.101010101010101,0
"312","B2",3,"BS","BW",0.111111111111111,0
"313","B2",3,"BS","BW",0.121212121212121,0
"314","B2",3,"BS","BW",0.131313131313131,0
"315","B2",3,"BS","BW",0.141414141414141,0
"316","B2",3,"BS","BW",0.151515151515152,0
"317","B2",3,"BS","BW",0.161616161616162,0
"318","B2",3,"BS","BW",0.171717171717172,0
"319","B2",3,"BS","BW",0.181818181818182,0
"320","B2",3,"BS","BW",0.191919191919192,0
"321","B2",3,"BS","BW",0.202020202020202,0
"322","B2",3,"BS","BW",0.212121212121212,0
"323","B2",3,"BS","BW",0.222222222222222,0
"324","B2",3,"BS","BW",0.232323232323232,0
"325","B2",3,"BS","BW",0.242424242424242,0
"326","B2",3,"BS","BW",0.252525252525253,0
"327","B2",3,"BS","BW",0.262626262626263,10
"328","B2",3,"BS","BW",0.272727272727273,20
"329","B2",3,"BS","BW",0.282828282828283,20
"330","B2",3,"BS","BW",0.292929292929293,30
"331","B2",3,"BS","BW",0.303030303030303,50
"332","B2",3,"BS","BW",0.313131313131313,60
"333","B2",3,"BS","BW",0.323232323232323,70
"334","B2",3,"BS","BW",0.333333333333333,120
"335","B2",3,"BS","BW",0.343434343434343,160
"336","B2",3,"BS","BW",0.353535353535354,180
"337","B2",3,"BS","BW",0.363636363636364,220
"338","B2",3,"BS","BW",0.373737373737374,290
"339","B2",3,"BS","BW",0.383838383838384,290
"340","B2",3,"BS","BW",0.393939393939394,290
"341","B2",3,"BS","BW",0.404040404040404,290
"342","B2",3,"BS","BW",0.414141414141414,300
"343","B2",3,"BS","BW",0.424242424242424,300
"344","B2",3,"BS","BW",0.434343434343434,300
"345","B2",3,"BS","BW",0.444444444444444,300
"346","B2",3,"BS","BW",0.454545454545455,300
"347","B2",3,"BS","BW",0.464646464646465,300
"348","B2",3,"BS","BW",0.474747474747475,300
"349","B2",3,"BS","BW",0.484848484848485,300
"350","B2",3,"BS","BW",0.494949494949495,300
"351","B2",3,"BS","BW",0.505050505050505,300
"352","B2",3,"BS","BW",0.515151515151515,300
"353","B2",3,"BS","BW",0.525252525252525,290
"354","B2",3,"BS","BW",0.535353535353535,290
"355","B2",3,"BS","BW",0.545454545454546,290
"356","B2",3,"BS","BW",0.555555555555556,280
"357","B2",3,"BS","BW",0.565656565656566,280
"358","B2",3,"BS","BW",0.575757575757576,280
"359","B2",3,"BS","BW",0.585858585858586,280
"360","B2",3,"BS","BW",0.595959595959596,280
"361","B2",3,"BS","BW",0.606060606060606,280
"362","B2",3,"BS","BW",0.616161616161616,280
"363","B2",3,"BS","BW",0.626262626262626,280
"364","B2",3,"BS","BW",0.636363636363636,280
"365","B2",3,"BS","BW",0.646464646464647,270
"366","B2",3,"BS","BW",0.656565656565657,260
"367","B2",3,"BS","BW",0.666666666666667,260
"368","B2",3,"BS","BW",0.676767676767677,260
"369","B2",3,"BS","BW",0.686868686868687,260
"370","B2",3,"BS","BW",0.696969696969697,250
"371","B2",3,"BS","BW",0.707070707070707,250
"372","B2",3,"BS","BW",0.717171717171717,250
"373","B2",3,"BS","BW",0.727272727272727,240
"374","B2",3,"BS","BW",0.737373737373737,210
"375","B2",3,"BS","BW",0.747474747474748,210
"376","B2",3,"BS","BW",0.757575757575758,200
"377","B2",3,"BS","BW",0.767676767676768,200
"378","B2",3,"BS","BW",0.777777777777778,180
"379","B2",3,"BS","BW",0.787878787878788,160
"380","B2",3,"BS","BW",0.797979797979798,140
"381","B2",3,"BS","BW",0.808080808080808,130
"382","B2",3,"BS","BW",0.818181818181818,110
"383","B2",3,"BS","BW",0.828282828282828,110
"384","B2",3,"BS","BW",0.838383838383838,110
"385","B2",3,"BS","BW",0.848484848484849,110
"386","B2",3,"BS","BW",0.858585858585859,100
"387","B2",3,"BS","BW",0.868686868686869,100
"388","B2",3,"BS","BW",0.878787878787879,100
"389","B2",3,"BS","BW",0.888888888888889,60
"390","B2",3,"BS","BW",0.898989898989899,50
"391","B2",3,"BS","BW",0.909090909090909,50
"392","B2",3,"BS","BW",0.919191919191919,40
"393","B2",3,"BS","BW",0.929292929292929,30
"394","B2",3,"BS","BW",0.939393939393939,20
"395","B2",3,"BS","BW",0.94949494949495,10
"396","B2",3,"BS","BW",0.95959595959596,10
"397","B2",3,"BS","BW",0.96969696969697,10
"398","B2",3,"BS","BW",0.97979797979798,10
"399","B2",3,"BS","BW",0.98989898989899,10
"400","B2",3,"BS","BW",1,10
"401","B2",3,"RS","BW",0,0
"402","B2",3,"RS","BW",0.0101010101010101,0
"403","B2",3,"RS","BW",0.0202020202020202,0
"404","B2",3,"RS","BW",0.0303030303030303,0
"405","B2",3,"RS","BW",0.0404040404040404,0
"406","B2",3,"RS","BW",0.0505050505050505,0
"407","B2",3,"RS","BW",0.0606060606060606,0
"408","B2",3,"RS","BW",0.0707070707070707,0
"409","B2",3,"RS","BW",0.0808080808080808,0
"410","B2",3,"RS","BW",0.0909090909090909,0
"411","B2",3,"RS","BW",0.101010101010101,0
"412","B2",3,"RS","BW",0.111111111111111,0
"413","B2",3,"RS","BW",0.121212121212121,0
"414","B2",3,"RS","BW",0.131313131313131,0
"415","B2",3,"RS","BW",0.141414141414141,0
"416","B2",3,"RS","BW",0.151515151515152,0
"417","B2",3,"RS","BW",0.161616161616162,0
"418","B2",3,"RS","BW",0.171717171717172,0
"419","B2",3,"RS","BW",0.181818181818182,0
"420","B2",3,"RS","BW",0.191919191919192,0
"421","B2",3,"RS","BW",0.202020202020202,10
"422","B2",3,"RS","BW",0.212121212121212,20
"423","B2",3,"RS","BW",0.222222222222222,20
"424","B2",3,"RS","BW",0.232323232323232,20
"425","B2",3,"RS","BW",0.242424242424242,20
"426","B2",3,"RS","BW",0.252525252525253,20
"427","B2",3,"RS","BW",0.262626262626263,20
"428","B2",3,"RS","BW",0.272727272727273,20
"429","B2",3,"RS","BW",0.282828282828283,20
"430","B2",3,"RS","BW",0.292929292929293,20
"431","B2",3,"RS","BW",0.303030303030303,20
"432","B2",3,"RS","BW",0.313131313131313,20
"433","B2",3,"RS","BW",0.323232323232323,20
"434","B2",3,"RS","BW",0.333333333333333,20
"435","B2",3,"RS","BW",0.343434343434343,20
"436","B2",3,"RS","BW",0.353535353535354,20
"437","B2",3,"RS","BW",0.363636363636364,20
"438","B2",3,"RS","BW",0.373737373737374,20
"439","B2",3,"RS","BW",0.383838383838384,20
"440","B2",3,"RS","BW",0.393939393939394,20
"441","B2",3,"RS","BW",0.404040404040404,20
"442","B2",3,"RS","BW",0.414141414141414,20
"443","B2",3,"RS","BW",0.424242424242424,20
"444","B2",3,"RS","BW",0.434343434343434,20
"445","B2",3,"RS","BW",0.444444444444444,20
"446","B2",3,"RS","BW",0.454545454545455,20
"447","B2",3,"RS","BW",0.464646464646465,20
"448","B2",3,"RS","BW",0.474747474747475,20
"449","B2",3,"RS","BW",0.484848484848485,20
"450","B2",3,"RS","BW",0.494949494949495,20
"451","B2",3,"RS","BW",0.505050505050505,10
"452","B2",3,"RS","BW",0.515151515151515,10
"453","B2",3,"RS","BW",0.525252525252525,0
"454","B2",3,"RS","BW",0.535353535353535,0
"455","B2",3,"RS","BW",0.545454545454546,0
"456","B2",3,"RS","BW",0.555555555555556,0
"457","B2",3,"RS","BW",0.565656565656566,0
"458","B2",3,"RS","BW",0.575757575757576,0
"459","B2",3,"RS","BW",0.585858585858586,0
"460","B2",3,"RS","BW",0.595959595959596,0
"461","B2",3,"RS","BW",0.606060606060606,0
"462","B2",3,"RS","BW",0.616161616161616,0
"463","B2",3,"RS","BW",0.626262626262626,0
"464","B2",3,"RS","BW",0.636363636363636,0
"465","B2",3,"RS","BW",0.646464646464647,0
"466","B2",3,"RS","BW",0.656565656565657,0
"467","B2",3,"RS","BW",0.666666666666667,0
"468","B2",3,"RS","BW",0.676767676767677,0
"469","B2",3,"RS","BW",0.686868686868687,0
"470","B2",3,"RS","BW",0.696969696969697,0
"471","B2",3,"RS","BW",0.707070707070707,0
"472","B2",3,"RS","BW",0.717171717171717,0
"473","B2",3,"RS","BW",0.727272727272727,0
"474","B2",3,"RS","BW",0.737373737373737,0
"475","B2",3,"RS","BW",0.747474747474748,0
"476","B2",3,"RS","BW",0.757575757575758,0
"477","B2",3,"RS","BW",0.767676767676768,0
"478","B2",3,"RS","BW",0.777777777777778,0
"479","B2",3,"RS","BW",0.787878787878788,0
"480","B2",3,"RS","BW",0.797979797979798,0
"481","B2",3,"RS","BW",0.808080808080808,0
"482","B2",3,"RS","BW",0.818181818181818,0
"483","B2",3,"RS","BW",0.828282828282828,0
"484","B2",3,"RS","BW",0.838383838383838,0
"485","B2",3,"RS","BW",0.848484848484849,0
"486","B2",3,"RS","BW",0.858585858585859,0
"487","B2",3,"RS","BW",0.868686868686869,0
"488","B2",3,"RS","BW",0.878787878787879,0
"489","B2",3,"RS","BW",0.888888888888889,0
"490","B2",3,"RS","BW",0.898989898989899,0
"491","B2",3,"RS","BW",0.909090909090909,0
"492","B2",3,"RS","BW",0.919191919191919,0
"493","B2",3,"RS","BW",0.929292929292929,0
"494","B2",3,"RS","BW",0.939393939393939,0
"495","B2",3,"RS","BW",0.94949494949495,0
"496","B2",3,"RS","BW",0.95959595959596,0
"497","B2",3,"RS","BW",0.96969696969697,0
"498","B2",3,"RS","BW",0.97979797979798,0
"499","B2",3,"RS","BW",0.98989898989899,0
"500","B2",3,"RS","BW",1,0
"501","B2",3,"WS","BW",0,0
"502","B2",3,"WS","BW",0.0101010101010101,0
"503","B2",3,"WS","BW",0.0202020202020202,0
"504","B2",3,"WS","BW",0.0303030303030303,0
"505","B2",3,"WS","BW",0.0404040404040404,0
"506","B2",3,"WS","BW",0.0505050505050505,0
"507","B2",3,"WS","BW",0.0606060606060606,0
"508","B2",3,"WS","BW",0.0707070707070707,0
"509","B2",3,"WS","BW",0.0808080808080808,0
"510","B2",3,"WS","BW",0.0909090909090909,0
"511","B2",3,"WS","BW",0.101010101010101,0
"512","B2",3,"WS","BW",0.111111111111111,0
"513","B2",3,"WS","BW",0.121212121212121,0
"514","B2",3,"WS","BW",0.131313131313131,0
"515","B2",3,"WS","BW",0.141414141414141,0
"516","B2",3,"WS","BW",0.151515151515152,0
"517","B2",3,"WS","BW",0.161616161616162,0
"518","B2",3,"WS","BW",0.171717171717172,0
"519","B2",3,"WS","BW",0.181818181818182,0
"520","B2",3,"WS","BW",0.191919191919192,0
"521","B2",3,"WS","BW",0.202020202020202,0
"522","B2",3,"WS","BW",0.212121212121212,0
"523","B2",3,"WS","BW",0.222222222222222,10
"524","B2",3,"WS","BW",0.232323232323232,10
"525","B2",3,"WS","BW",0.242424242424242,10
"526","B2",3,"WS","BW",0.252525252525253,20
"527","B2",3,"WS","BW",0.262626262626263,70
"528","B2",3,"WS","BW",0.272727272727273,70
"529","B2",3,"WS","BW",0.282828282828283,100
"530","B2",3,"WS","BW",0.292929292929293,100
"531","B2",3,"WS","BW",0.303030303030303,100
"532","B2",3,"WS","BW",0.313131313131313,170
"533","B2",3,"WS","BW",0.323232323232323,290
"534","B2",3,"WS","BW",0.333333333333333,290
"535","B2",3,"WS","BW",0.343434343434343,300
"536","B2",3,"WS","BW",0.353535353535354,320
"537","B2",3,"WS","BW",0.363636363636364,330
"538","B2",3,"WS","BW",0.373737373737374,340
"539","B2",3,"WS","BW",0.383838383838384,340
"540","B2",3,"WS","BW",0.393939393939394,340
"541","B2",3,"WS","BW",0.404040404040404,330
"542","B2",3,"WS","BW",0.414141414141414,320
"543","B2",3,"WS","BW",0.424242424242424,320
"544","B2",3,"WS","BW",0.434343434343434,320
"545","B2",3,"WS","BW",0.444444444444444,310
"546","B2",3,"WS","BW",0.454545454545455,310
"547","B2",3,"WS","BW",0.464646464646465,310
"548","B2",3,"WS","BW",0.474747474747475,310
"549","B2",3,"WS","BW",0.484848484848485,310
"550","B2",3,"WS","BW",0.494949494949495,300
"551","B2",3,"WS","BW",0.505050505050505,270
"552","B2",3,"WS","BW",0.515151515151515,270
"553","B2",3,"WS","BW",0.525252525252525,270
"554","B2",3,"WS","BW",0.535353535353535,270
"555","B2",3,"WS","BW",0.545454545454546,260
"556","B2",3,"WS","BW",0.555555555555556,260
"557","B2",3,"WS","BW",0.565656565656566,260
"558","B2",3,"WS","BW",0.575757575757576,260
"559","B2",3,"WS","BW",0.585858585858586,260
"560","B2",3,"WS","BW",0.595959595959596,260
"561","B2",3,"WS","BW",0.606060606060606,260
"562","B2",3,"WS","BW",0.616161616161616,260
"563","B2",3,"WS","BW",0.626262626262626,260
