BLOCK,PLOT,TREE,SPP,DBH.11,DBH.23,HT.23,LLB.HT.23,STATUS.23
B3,10,1051,RS,,1.5,,,1
B3,10,1052,RS,2.4,5.8,,,1
B3,10,1053,RS,1.1,3.7,,,1
B3,10,1054,RS,3.3,7,,,1
B3,10,1055,RS,2.4,5.8,,,1
B3,10,1056,RS,1.2,3.7,,,1
B3,10,1058,RS,0.9,3.8,,,1
B3,10,1059,RS,1.5,3.9,,,1
B3,10,1060,RS,,1.6,,,1
B3,10,1061,RS,2.3,5.5,,,1
B3,10,1062,RS,1.1,4.4,,,1
B3,10,1063,RS,2.2,5.3,,,1
B3,10,1064,RS,1.5,4.5,,,1
B3,10,1065,RS,2.5,6.3,,,1
B3,10,1066,RS,2.7,6.5,,,1
B3,10,1067,RS,2.2,5.7,,,1
B3,10,1068,RS,1,3.6,,,1
B3,10,1069,RS,0.9,3,,,1
B3,10,1070,RS,1.4,4.3,,,1
B3,10,1071,RS,1.5,5.3,,,1
B3,10,1072,RS,3,6.7,,,1
B3,10,1073,RS,1.5,4,,,1
B3,10,1074,RS,,,,,14
B3,10,1075,RS,1.3,,,,6
B3,10,1076,RS,0.4,1.5,,,1
B3,10,1077,RS,1.6,4.3,,,1
B3,10,1078,RS,1.7,4.3,,,1
B3,10,1079,RS,3.1,5.4,,,1
B3,10,1080,RS,2.5,5.6,,,1
B3,10,1081,RS,1.5,4,,,1
B3,10,1082,RS,1.1,4.5,,,1
B3,10,1083,RS,0.9,2.9,,,1
B3,10,1084,RS,2,3.9,,,1
B3,10,1085,RS,3.2,5.8,,,1
B3,10,1086,RS,2,5.1,,,1
B3,10,1087,RS,0.6,0.9,,,1
B3,10,1088,RS,2.1,4.2,,,1
B3,10,1089,RS,0.4,,,,6
B3,10,1090,RS,2.3,4.4,,,1
B3,10,1091,RS,,,,,1
B3,10,1092,RS,0.8,,,,14
B4,1,623,BS,1.6,2.9,,,1
B4,1,624,BS,0.5,0.7,,,1
B4,1,625,BS,2.3,4.7,,,1
B4,1,626,BS,1.2,2.3,,,1
B4,1,627,BS,3.7,7,,,1
B4,1,628,BS,0.7,,,,14
B4,1,629,BS,2.4,3.3,,,1
B4,1,630,BS,3.8,,,,14
B4,1,631,BS,0.9,2,,,1
B4,1,632,BS,0,3.3,,,1
B4,1,633,BS,2.7,4.9,,,1
B4,1,634,BS,2.4,4.2,,,1
B4,1,635,BS,1.2,3.5,,,1
B4,1,636,BS,1.6,2.4,,,1
B4,1,637,BS,3.8,6.2,,,1
B4,1,638,BS,3.4,4.7,,,1
B4,1,639,BS,1.9,4.6,,,1
B4,1,640,BS,1.7,,,,6
B4,1,641,BS,0.9,,,,14
B4,1,642,BS,1.1,2.6,,,1
B4,1,643,BS,1.1,1.6,,,1
B4,1,644,BS,3.1,5.1,,,1
B4,1,645,BS,1.5,3.5,,,1
B4,1,646,BS,1.5,4.7,,,1
B4,1,647,BS,2.8,4.5,,,1
B4,1,648,BS,3.8,5.8,,,1
B4,1,649,BS,3.3,,,,14
B4,1,650,BS,2.2,3.9,,,1
B4,1,651,BS,0.4,1.1,,,1
B4,1,652,BS,2.3,4.3,,,1
B4,1,653,BS,3.1,4.8,,,1
B4,1,654,BS,,5.8,,,1
B4,1,655,BS,,4.8,,,1
B4,1,656,BS,2.1,4.4,,,1
B4,1,657,BS,0.9,,,,6
B4,1,658,BS,2.5,4.7,,,1
B4,1,659,BS,2.2,3.4,,,1
B4,1,660,BS,2.8,5.5,,,1
B4,1,661,BS,,6.2,,,1
B4,1,662,BS,2,3.3,,,1
B4,1,663,BS,3.7,5.5,,,1
B4,1,664,BS,2.7,4.3,,,1
B4,1,664,BS,2.7,4.4,,,1
B4,1,665,BS,2.7,5.5,,,1
B4,1,666,BS,3.1,4.3,,,1
B4,1,667,BS,0.6,0.9,,,1
B4,1,668,BS,2.8,4.3,,,1
B4,1,669,BS,3.5,5.1,,,1
B4,1,670,BS,3,4,,,1
B4,1,671,BS,3.8,5.7,,,1
B4,1,672,BS,2.6,4.2,,,1
B4,1,673,BS,3.1,5.3,,,1
B4,1,674,BS,2.6,4.6,,,1
B4,1,675,BS,3.3,5.1,,,1
B4,1,676,BS,3.9,5.8,,,1
B4,1,677,BS,3.7,4.6,,,1
B4,1,678,BS,3.8,5.8,,,1
B4,1,679,BS,2.2,4.8,,,1
B4,1,680,BS,1.5,,,,6
B4,1,681,BS,3.7,6.3,,,1
B4,1,682,BS,1.3,2.3,,,1
B4,1,683,BS,2.3,4,,,1
B4,1,684,BS,3.5,5.5,,,1
B4,1,685,BS,4.3,6.5,,,1
B4,1,686,BS,2.3,,,,6
B4,1,687,BS,2.1,,,,6
B4,1,688,BS,1.5,,,,14
B4,1,689,BS,2,3.9,,,1
B4,1,690,BS,3.9,5.9,,,1
B4,1,691,BS,3.2,5,,,1
B4,1,692,BS,2.4,4.2,,,1
B4,1,693,BS,1.1,1.6,,,1
B4,1,694,BS,2.6,4.1,,,1
B4,1,695,BS,2.2,3.9,,,1
B4,1,696,BS,3.6,5.3,,,1
B4,1,697,BS,3,5.3,,,1
B4,1,698,BS,3.7,5.7,,,1
B4,1,699,BS,4.3,6.7,,,1
B4,1,700,BS,2.8,4.5,,,1
B4,1,707,BS,2.4,4.1,,,1
B4,1,1026,BS,2.3,,,,6
B4,1,100,BS,,0.6,,,1
B4,1,101,BS,0.8,2.9,,,1
B4,1,102,BS,0.5,1.1,,,1
B4,1,103,BS,0.4,0.8,,,1
B4,1,104,BS,2.8,5.3,,,1
B4,1,105,BS,3.1,5.8,,,1
B4,1,106,BS,,0.3,,,1
B4,1,107,BS,0.5,1.4,,,1
B4,1,108,BS,,0.4,,,1
B4,1,109,BS,0.7,1.8,,,1
B4,2,439,NS,1.9,,,,14
B4,2,443,NS,3.1,4.9,,,1
B4,2,444,NS,3.6,7.5,,,1
B4,2,445,WS,3,5.6,,,1
B4,2,446,WS,1.8,3.7,,,1
B4,2,447,WS,1.5,3.8,,,1
B4,2,448,OS,3.7,6.4,,,1
B4,2,449,OS,,4.2,,,1
B4,2,450,WS,3.5,5.3,,,1
B4,2,451,NS,1.6,2.8,,,1
B4,2,452,NS,2,2.6,,,1
B4,2,453,WS,3.3,5.8,,,1
B4,2,454,NS,3.1,5,,,1
B4,2,455,WS,1.5,3.4,,,1
B4,2,456,NS,3.7,6.7,,,1
B4,2,457,OS,3,5.5,,,1
B4,2,458,WS,2.4,5,,,1
B4,2,459,OS,,4.1,,,1
B4,2,460,OS,,5.1,,,1
B4,2,461,WS,2.7,,,,6
B4,2,462,WS,2.1,,,,6
B4,2,463,WS,1.3,2.6,,,1
B4,2,464,WS,0.9,1.6,,,1
B4,2,465,WS,1.6,4,,,1
B4,2,466,NS,2.8,5.5,,,1
B4,2,467,NS,3.5,5.7,,,1
B4,2,468,WS,2.8,4.9,,,1
B4,2,469,NS,4.3,6.5,,,1
B4,2,470,NS,3.7,5.7,,,1
B4,2,471,NS,3.1,5.4,,,1
B4,2,472,WS,3.1,5.9,,,1
B4,2,473,NS,3.3,5.5,,,1
B4,2,474,WS,2.8,4.9,,,1
B4,2,475,NS,3.3,6.8,,,1
B4,2,476,WS,2.5,5.3,,,1
B4,2,477,NS,3.6,8,,,1
B4,2,478,NS,2.5,4.6,,,1
B4,2,479,WS,0.9,1.7,,,1
B4,2,480,NS,2.9,5.9,,,1
B4,2,481,NS,3.7,7.6,,,1
B4,2,482,WS,2.2,4.1,,,1
B4,2,483,OS,,4.7,,,1
B4,2,484,WS,2.8,5.5,,,1
B4,2,485,NS,3.3,6.1,,,1
B4,2,486,WS,2.8,4.3,,,1
B4,2,487,NS,2.2,4.1,,,1
B4,2,488,NS,0.6,1.5,,,1
B4,2,489,NS,1.7,4.2,,,1
B4,2,490,WS,3.3,5.7,,,1
B4,2,491,NS,2.6,0.8,,,1
B4,2,492,WS,1.3,3.5,,,1
B4,2,493,NS,2.1,4.8,,,1
B4,2,494,WS,0.5,,,,6
B4,2,495,WS,2.5,4.6,,,1
B4,2,496,WS,3.6,6.1,,,1
B4,2,497,OS,,2.8,,,1
B4,2,498,NS,0.3,0.7,,,1
B4,2,499,NS,0.5,,,,6
B4,2,500,WS,1,1.2,,,1
B4,2,601,WS,1.2,,,,14
B4,2,602,WS,0.8,2.4,,,1
B4,2,603,OS,,1,,,1
B4,2,604,NS,0.7,,,,6
B4,2,605,NS,2.4,3.9,,,1
B4,2,606,OS,2.1,4.2,,,1
B4,2,607,NS,1,2,,,1
B4,2,608,WS,1.8,2.7,,,1
B4,2,609,NS,1.1,1.5,,,1
B4,2,610,NS,1.2,1.6,,,1
B4,2,611,NS,1,,,,6
B4,2,612,NS,2.2,3.7,,,1
B4,2,613,OS,2.6,5,,,1
B4,2,614,NS,2.4,4.2,,,1
B4,2,615,WS,1.5,2.5,,,1
B4,2,616,OS,,6.2,,,1
B4,2,617,WS,1.5,2.8,,,1
B4,2,618,WS,2.2,4.7,,,1
B4,2,619,NS,2.2,5.1,,,1
B4,2,620,NS,1.9,4.1,,,1
B4,2,621,OS,,2.5,,,1
B4,2,622,OS,,4.7,,,1
B4,3,379,WS,2.9,5.5,,,1
B4,3,380,WS,3.3,5.6,,,1
B4,3,381,WS,3.1,4.8,,,1
B4,3,382,WS,4,6.5,,,1
B4,3,383,WS,2.7,6.8,,,1
B4,3,384,WS,1.1,3.3,,,1
B4,3,385,WS,1.7,4.4,,,1
B4,3,386,WS,3.5,6.5,,,1
B4,3,387,WS,2.3,4,,,1
B4,3,388,WS,2.4,4,,,1
B4,3,389,WS,3,5.6,,,1
B4,3,390,WS,1.6,3,,,1
B4,3,391,WS,2.8,4.8,,,1
B4,3,392,WS,3.2,4.8,,,1
B4,3,393,WS,3.9,6.4,,,1
B4,3,394,WS,3.3,5.1,,,1
B4,3,395,WS,1.5,3.1,,,1
B4,3,396,WS,3.3,5.5,,,1
B4,3,397,WS,3.9,6.7,,,1
B4,3,398,WS,2.4,4.7,,,1
B4,3,399,WS,0.4,1.9,,,1
B4,3,400,WS,1.3,3.6,,,1
B4,3,401,WS,2.2,5,,,1
B4,3,402,WS,0.7,2.1,,,1
B4,3,403,WS,,,,,6
B4,3,404,WS,1.9,3.7,,,1
B4,3,405,WS,3.4,6.1,,,1
B4,3,406,WS,3,5.1,,,1
B4,3,407,WS,1.7,3.4,,,1
B4,3,408,WS,1.5,2.6,,,1
B4,3,409,WS,1.5,2.2,,,1
B4,3,410,WS,2.3,4,,,1
B4,3,411,WS,3.3,5.3,,,1
B4,3,412,WS,4.1,6.2,,,1
B4,3,413,WS,2.5,4.8,,,1
B4,3,414,WS,2.9,5.4,,,1
B4,3,415,WS,1.5,4.2,,,1
B4,3,416,WS,0.9,3.1,,,1
B4,3,417,WS,1.5,3.5,,,1
B4,3,418,WS,1.1,2.8,,,1
B4,3,419,WS,3.3,6.3,,,1
B4,3,420,WS,2.6,4.9,,,1
B4,3,421,WS,,1,,,1
B4,3,422,WS,3,5.1,,,1
B4,3,423,WS,3.4,5.9,,,1
B4,3,424,WS,2.9,4.8,,,1
B4,3,425,WS,3.3,7.5,,,1
B4,3,426,WS,1.9,4.7,,,1
B4,3,427,WS,1.4,3.8,,,1
B4,3,428,WS,2.2,5.5,,,1
B4,3,429,WS,1.7,4.1,,,1
B4,3,430,WS,2.4,5.1,,,1
B4,3,431,WS,3.7,5.6,,,1
B4,3,432,WS,3.7,7,,,1
B4,3,433,WS,4.4,7.3,,,1
B4,3,434,WS,3,5,,,1
B4,3,435,WS,3,5.5,,,1
B4,3,436,WS,1.7,2.9,,,1
B4,3,437,WS,2.2,4.3,,,1
B4,3,438,WS,1.8,3.6,,,1
B4,3,439,WS,1.4,2.4,,,1
B4,3,440,WS,2,4.5,,,1
B4,3,441,WS,1.8,4,,,1
B4,3,442,WS,2,4.7,,,1
B4,3,701,WS,2.7,4.4,,,1
B4,3,702,WS,4.3,6,,,1
B4,3,703,WS,2.7,5.4,,,1
B4,3,704,WS,0,5.6,,,1
B4,3,705,WS,3.2,6.3,,,1
B4,3,706,WS,1.7,3.3,,,1
B4,3,707,WS,2.3,4,,,1
B4,3,708,WS,3.5,6.3,,,1
B4,3,764,WS,2.8,,,,14
B4,4,232,RS,0.4,2.3,,,1
B4,4,233,NS,1.3,4.4,,,1
B4,4,242,RS,0.5,2.9,,,1
B4,4,243,RS,1.4,4.3,,,1
B4,4,318,NS,3.1,7.6,,,1
B4,4,319,RS,1.5,3.4,,,1
B4,4,320,RS,3.4,6.1,,,1
B4,4,321,OS,,,,,6
B4,4,322,OS,1.1,3.6,,,1
B4,4,323,NS,3,6.7,,,1
B4,4,324,NS,2.8,6.1,,,1
B4,4,325,RS,1.1,3.9,,,1
B4,4,326,RS,1.9,4.9,,,1
B4,4,327,NS,3.6,8.9,,,1
B4,4,328,RS,1.2,3,,,1
B4,4,329,RS,0,0.8,,,1
B4,4,330,RS,3.1,6.3,,,1
B4,4,331,NS,2.6,6.6,,,1
B4,4,332,RS,1.1,3.7,,,1
B4,4,333,NS,2.6,5.5,,,1
B4,4,334,NS,3.2,6.4,,,1
B4,4,335,RS,1.7,4.2,,,1
B4,4,336,RS,0.9,3.3,,,1
B4,4,337,RS,0.8,2.8,,,1
B4,4,338,NS,,,,,14
B4,4,339,NS,2,5.4,,,1
B4,4,340,NS,1.8,4.8,,,1
B4,4,341,RS,1.2,3,,,1
B4,4,342,RS,2.9,6.6,,,1
B4,4,343,RS,0.3,1.1,,,1
B4,4,344,NS,1.2,4.8,,,1
B4,4,345,RS,3.2,7,,,1
B4,4,346,RS,2.2,4.9,,,1
B4,4,347,RS,2.6,5.7,,,1
B4,4,348,RS,1.5,4.7,,,1
B4,4,349,RS,0.8,2.7,,,1
B4,4,350,NS,1.6,4.1,,,1
B4,4,351,RS,3.6,6.4,,,1
B4,4,352,NS,2.8,6.9,,,1
B4,4,353,RS,1.2,3.1,,,1
B4,4,354,RS,0.9,2.1,,,1
B4,4,355,RS,0.8,2,,,1
B4,4,356,NS,2.8,6.6,,,1
B4,4,357,RS,2.2,4.4,,,1
B4,4,358,RS,3.3,7.3,,,1
B4,4,359,RS,0.8,2.5,,,1
B4,4,360,NS,2.1,5,,,1
B4,4,361,RS,,,,,1
B4,4,362,RS,2.9,6.3,,,1
B4,4,363,RS,2.8,5.9,,,1
B4,4,364,NS,2.3,5.6,,,1
B4,4,365,RS,,1.3,,,1
B4,4,366,NS,2.5,5.6,,,1
B4,4,367,NS,1.6,3.8,,,1
B4,4,368,NS,2.1,4,,,1
B4,4,369,NS,2.2,4,,,1
B4,4,370,RS,1.9,3.9,,,1
B4,4,371,RS,2.3,4.2,,,1
B4,4,372,NS,2.8,5.1,,,1
B4,4,373,RS,2,4.1,,,1
B4,4,374,RS,2.5,4.4,,,1
B4,4,375,RS,1.3,3.3,,,1
B4,4,376,RS,2.8,6.6,,,1
B4,4,377,RS,0.9,2.1,,,1
B4,4,378,NS,3.5,6.9,,,1
B4,4,383,NS,2.8,4.8,,,1
B4,4,459,RS,1.8,4.3,,,1
B4,4,492,RS,1.3,3.4,,,14
B4,5,246,WS,3.5,,,,14
B4,5,247,WS,0.2,,,,1
B4,5,248,BS,0.9,,,,6
B4,5,249,WS,1.3,4.1,,,1
B4,5,250,WS,0.9,2.7,,,1
B4,5,251,WS,1.7,5.1,,,1
B4,5,252,WS,1.1,4.5,,,1
B4,5,253,WS,0.8,,,,14
B4,5,254,BS,1.1,2.8,,,1
B4,5,255,BS,1.8,,,,14
B4,5,256,WS,2.4,4.5,,,1
B4,5,257,BS,3,,,,14
B4,5,258,BS,2.2,,,,14
B4,5,259,WS,3.4,,,,14
B4,5,260,WS,2.4,5.6,,,1
B4,5,261,WS,1.1,2.7,,,1
B4,5,262,BS,1.7,,,,6
B4,5,263,BS,2.5,,,,6
B4,5,264,OS,0,6.6,,,1
B4,5,265,OS,3.4,5.2,,,1
B4,5,266,OS,,,,,6
B4,5,267,WS,0.6,,,,14
B4,5,268,WS,0.9,3.1,,,1
B4,5,269,OS,,1.5,,,1
B4,5,270,WS,0.8,2.4,,,1
B4,5,271,BS,1.5,3.5,,,14
B4,5,272,OS,1.6,,,,14
B4,5,272,WS,1.7,,,,14
B4,5,273,BS,2,,,,14
B4,5,273,BS,2.1,,,,14
B4,5,274,WS,1.9,,,,6
B4,5,275,BS,1.3,,,,14
B4,5,276,BS,1,,,,14
B4,5,277,WS,1.5,4.4,,,1
B4,5,278,BS,3.1,4.5,,,1
B4,5,279,WS,2.8,3.9,,,1
B4,5,280,BS,2.4,4.4,,,1
B4,5,281,WS,1.8,4.2,,,1
B4,5,282,BS,2.6,,,,6
B4,5,283,WS,2.4,5.5,,,1
B4,5,284,BS,3.4,5.3,,,1
B4,5,285,WS,0.8,,,,14
B4,5,286,WS,1,3,,,1
B4,5,287,WS,0.1,0.9,,,1
B4,5,288,WS,0.2,1.3,,,1
B4,5,289,WS,1.6,4.1,,,1
B4,5,290,BS,1.5,3.6,,,1
B4,5,291,BS,3.9,5.5,,,1
B4,5,292,WS,2.8,6,,,1
B4,5,293,WS,1.1,2.4,,,1
B4,5,294,BS,3.9,5.5,,,1
B4,5,295,WS,3.6,6,,,1
B4,5,296,WS,1.9,4.4,,,1
B4,5,297,BS,0.9,1.8,,,1
B4,5,298,BS,2.4,3,,,1
B4,5,299,WS,4.4,7.7,,,1
B4,5,300,WS,1.8,4.3,,,1
B4,5,301,BS,2.7,5,,,1
B4,5,302,WS,0.7,2.5,,,1
B4,5,303,BS,1.9,,,,14
B4,5,304,BS,1.3,2.2,,,1
B4,5,305,WS,2.2,3.8,,,1
B4,5,306,WS,2.9,5.6,,,1
B4,5,307,WS,1.8,3.7,,,1
B4,5,308,WS,4.1,6.3,,,1
B4,5,309,BS,3.4,5.5,,,1
B4,5,310,WS,4.6,8,,,1
B4,5,311,BS,2.8,4.8,,,1
B4,5,312,BS,3.6,6,,,1
B4,5,313,BS,5,7.1,,,1
B4,5,314,WS,3.5,6.1,,,1
B4,5,315,BS,3.8,6.3,,,1
B4,5,316,WS,2.9,5.7,,,1
B4,5,317,BS,1.8,3.8,,,1
B4,5,389,WS,3,5.6,,,1
B4,5,400,OS,,4.9,,,1
B4,5,401,OS,,3.6,,,1
B4,5,416,WS,0.8,3,,,1
B4,5,441,OS,,4,,,1
B4,5,442,WS,2,4.7,,,1
B4,5,600,WS,,5.6,,,1
B4,5,601,WS,,5.1,,,1
B4,5,602,WS,,6.6,,,1
B4,5,603,BS,,4.8,,,1
B4,5,604,BS,,3.7,,,1
B4,5,605,WS,,2.4,,,1
B4,6,212,RS,2.3,5.1,,,1
B4,6,213,RS,,,,,6
B4,6,214,RS,1.5,6.6,,,1
B4,6,214,RS,3.3,,,,14
B4,6,215,RS,3.1,6,,,1
B4,6,216,RS,2.2,4.8,,,1
B4,6,217,RS,1.9,4.8,,,1
B4,6,218,RS,0.3,2.5,,,1
B4,6,219,RS,0.5,2.4,,,1
B4,6,221,RS,,2.9,,,1
B4,6,222,RS,,,,,14
B4,6,223,RS,2.5,5,,,1
B4,6,224,RS,2.2,,,,14
B4,6,226,RS,,2.5,,,1
B4,6,227,RS,,,,,6
B4,6,228,RS,0.7,2.5,,,1
B4,6,229,RS,2.3,,,,14
B4,6,230,RS,4.1,,,,14
B4,6,231,RS,0.4,1.9,,,1
B4,6,232,RS,0.4,2.3,,,1
B4,6,233,RS,1.3,4.3,,,1
B4,6,234,RS,1.5,5.1,,,1
B4,6,235,RS,1.3,,,,14
B4,6,236,RS,1.2,,,,14
B4,6,237,RS,1,,,,14
B4,6,238,RS,0.9,4,,,1
B4,6,239,RS,2.2,5.2,,,1
B4,6,240,RS,,4.1,,,1
B4,6,241,RS,1.2,4.9,,,1
B4,6,242,RS,0.6,2.9,,,1
B4,6,243,RS,1.4,4.4,,,1
B4,6,245,RS,,,,,14
B4,6,246,RS,3.5,,,,14
B4,6,249,RS,2,,,,1
B4,6,250,RS,1.1,,,,1
B4,6,256,RS,2.5,,,,1
B4,6,257,RS,3,,,,1
B4,6,259,RS,3.7,,,,1
B4,6,262,RS,,,,,14
B4,6,262,RS,,,,,14
B4,6,538,RS,,1.6,,,1
B4,6,540,RS,,4.3,,,1
B4,7,79,BS,1.8,,,,14
B4,7,92,NS,3.3,,,,14
B4,7,93,NS,3.1,7.3,,,1
B4,7,93,NS,3.5,,,,14
B4,7,161,NS,2.9,5.6,,,1
B4,7,162,BS,3,4.8,,,1
B4,7,167,BS,2.8,4.6,,,1
B4,7,168,BS,3.1,6,,,1
B4,7,169,NS,2.8,6.5,,,1
B4,7,170,BS,2.1,4.1,,,1
B4,7,171,NS,1.9,4.9,,,1
B4,7,172,NS,2.1,5,,,1
B4,7,173,NS,4.4,8.5,,,1
B4,7,174,BS,2.4,,,,14
B4,7,175,NS,2.3,6.5,,,1
B4,7,176,BS,0.8,,,,6
B4,7,177,NS,3.6,7.3,,,1
B4,7,178,BS,2.8,4.3,,,1
B4,7,179,NS,2.4,6.2,,,1
B4,7,180,BS,1.6,4.1,,,1
B4,7,181,NS,3.1,5.9,,,1
B4,7,182,BS,3.5,5.2,,,1
B4,7,183,BS,3,4.7,,,1
B4,7,184,NS,3.5,7.3,,,1
B4,7,185,NS,3.7,7.2,,,1
B4,7,186,NS,3.7,7.1,,,1
B4,7,187,BS,2.3,,,,14
B4,7,188,NS,0.6,2.4,,,1
B4,7,189,NS,2.2,,,,14
B4,7,190,NS,3.5,6.8,,,1
B4,7,191,BS,2,4.1,,,1
B4,7,192,NS,2.8,6.8,,,1
B4,7,193,NS,2.1,4.7,,,1
B4,7,194,NS,3.1,6.5,,,1
B4,7,195,BS,1.1,,,,6
B4,7,196,NS,4,8.5,,,1
B4,7,197,NS,2,4.5,,,1
B4,7,198,NS,4.7,7.6,,,1
B4,7,199,BS,0,4.4,,,1
B4,7,200,BS,2.6,5.6,,,1
B4,7,201,BS,3.3,5.6,,,1
B4,7,202,NS,2.4,,,,14
B4,7,203,BS,3,4.7,,,1
B4,7,204,NS,5.1,8.4,,,1
B4,7,205,BS,3.5,5.5,,,1
B4,7,206,NS,3.1,5,,,1
B4,7,207,NS,2.2,4.4,,,1
B4,7,208,BS,1.7,,,,14
B4,7,209,NS,2,4.2,,,1
B4,7,210,BS,3.7,5.8,,,1
B4,7,211,NS,3.1,6.7,,,1
B4,7,308,WS,4.1,6.1,,,1
B4,7,B47-1,BS,3.2,,,,14
B4,7,B47-2,NS,3.1,,,,14
B4,8,122,BS,2.3,5,,,1
B4,8,123,BS,1.4,3,,,1
B4,8,124,RS,0.8,1.9,,,1
B4,8,125,BS,3,5,,,1
B4,8,126,BS,1.9,3.7,,,1
B4,8,127,BS,1.5,3,,,1
B4,8,128,BS,2.8,5.8,,,1
B4,8,129,BS,3.9,6.9,,,1
B4,8,130,BS,2.1,4.5,,,1
B4,8,131,RS,0.2,2.4,,,1
B4,8,132,BS,2,,,,6
B4,8,133,BS,2.6,,,,14
B4,8,134,BS,2.4,,,,14
B4,8,135,RS,1.7,4.9,,,1
B4,8,136,BS,3,5.2,,,1
B4,8,137,RS,2.3,5.4,,,1
B4,8,138,OS,0.1,0.9,,,1
B4,8,139,BS,2.8,,,,6
B4,8,140,BS,2.7,5.8,,,1
B4,8,141,RS,0,,,,14
B4,8,142,BS,1,,,,6
B4,8,143,BS,0,2.6,,,1
B4,8,144,RS,1.1,4.6,,,1
B4,8,145,BS,3.7,6.1,,,1
B4,8,146,BS,2.4,4.9,,,1
B4,8,147,RS,1.4,4.3,,,1
B4,8,148,BS,2.4,4.9,,,1
B4,8,149,RS,2.2,5,,,1
B4,8,150,OS,1.7,3.7,,,1
B4,8,151,OS,0.5,1.3,,,1
B4,8,152,OS,0.5,2.4,,,1
B4,8,153,RS,0.9,,,,14
B4,8,154,RS,1.5,3.7,,,1
B4,8,155,BS,2.2,4,,,1
B4,8,156,RS,2,,,,14
B4,8,157,BS,2.6,4.8,,,1
B4,8,158,RS,3.1,6.7,,,1
B4,8,159,BS,2.8,5.1,,,1
B4,8,160,BS,1.9,,,,14
B4,8,161,OS,3.2,5.6,,,1
B4,8,162,BS,3,4.8,,,1
B4,8,163,BS,3.2,4.4,,,1
B4,8,164,RS,1.4,3.7,,,1
B4,8,165,RS,1.4,3.4,,,1
B4,8,166,BS,2.8,6.1,,,1
B4,8,168,BS,3.2,6,,,1
B4,8,244,BS,3.1,5.8,,,1
B4,8,517,RS,0,1.8,,,1
B4,8,518,RS,0,2.7,,,1
B4,8,519,RS,0,3,,,1
B4,8,520,BS,0,1.2,,,1
B4,8,521,BS,0,4.8,,,1
B4,8,1706,RS,0.2,1.7,,,1
B4,9,72,RS,2.2,4.6,,,1
B4,9,73,RS,2.8,6.3,,,1
B4,9,74,WS,1.3,,,,6
B4,9,75,RS,1.3,3,,,1
B4,9,76,WS,3.4,6,,,1
B4,9,77,RS,0.9,1.7,,,1
B4,9,78,NS,3.4,6.9,,,1
B4,9,79,RS,1.8,3.1,,,1
B4,9,80,WS,1.9,3.4,,,1
B4,9,81,WS,3.8,6.8,,,1
B4,9,82,WS,4.6,7.9,,,1
B4,9,83,RS,2,5.1,,,1
B4,9,84,WS,2.6,4.9,,,1
B4,9,85,RS,3,5.7,,,1
B4,9,86,WS,3.9,6.5,,,1
B4,9,87,RS,0.8,2.5,,,1
B4,9,88,RS,2.8,6.2,,,1
B4,9,89,WS,2.8,4.3,,,1
B4,9,90,WS,4.4,7.2,,,1
B4,9,91,WS,2.4,4.9,,,1
B4,9,92,NS,3.6,6.8,,,1
B4,9,94,WS,0,5.4,,,1
B4,9,95,BS,2.5,5.8,,,1
B4,9,96,WS,3.2,5.9,,,1
B4,9,97,WS,2.3,4.9,,,1
B4,9,98,RS,2.8,5,,,1
B4,9,99,WS,4.1,7.1,,,1
B4,9,100,RS,2.1,4.6,,,1
B4,9,101,WS,2.2,5.3,,,1
B4,9,102,WS,4.3,7,,,1
B4,9,103,RS,1.2,2.7,,,1
B4,9,104,WS,0.6,,,,6
B4,9,105,WS,1.7,4.5,,,1
B4,9,106,WS,3.7,6.7,,,1
B4,9,107,RS,1.6,3.8,,,1
B4,9,108,WS,2.4,4.4,,,1
B4,9,109,RS,2.6,4.6,,,1
B4,9,110,WS,4.1,7.7,,,1
B4,9,111,RS,0.7,2,,,1
B4,9,112,WS,4.9,8.9,,,1
B4,9,113,WS,2.2,4.8,,,1
B4,9,114,RS,1.2,3.5,,,1
B4,9,115,WS,2.4,5.1,,,1
B4,9,116,RS,2.4,6.1,,,1
B4,9,117,BS,2.3,5,,,1
B4,9,118,WS,1.7,5,,,1
B4,9,119,WS,3.1,7.1,,,1
B4,9,120,WS,3,6.5,,,1
B4,9,121,RS,1.7,,,,14
B4,9,1691,RS,0.6,,,,14
B4,9,R91,RS,1.4,,,,14
B4,9,R92,WS,3.1,,,,14
B4,9,R93,RS,0.6,,,,14
B4,10,1,NS,1.7,3.2,,,1
B4,10,2,NS,4.2,7.5,,,1
B4,10,3,NS,3.5,5.6,,,1
B4,10,4,NS,3.3,6.3,,,1
B4,10,5,NS,2.2,4.9,,,1
B4,10,6,NS,2.2,5.6,,,1
B4,10,7,NS,1.7,3.6,,,1
B4,10,8,NS,3,6.1,,,1
B4,10,9,NS,2.2,4.9,,,1
B4,10,10,NS,3.2,6.6,,,1
B4,10,11,NS,1.8,3.8,,,1
B4,10,12,NS,1,2.1,,,1
B4,10,13,NS,3.7,5.9,,,1
B4,10,14,NS,4.4,7.5,,,1
B4,10,15,NS,3.6,5.8,,,1
B4,10,16,NS,3,5.5,,,1
B4,10,17,NS,1.4,3,,,1
B4,10,18,NS,2.4,4.2,,,1
B4,10,19,NS,2.7,4,,,1
B4,10,20,NS,2.9,6,,,1
B4,10,21,NS,2.2,5,,,1
